pdb_id,pH,temp
1EYY,7.0,290.0
1EYZ,6.7,277.0
1EZ0,7.0,290.0
1EZ1,6.7,277.0
1EZ3,5.0,296.0
1EZ6,7.0,277.0
1EZ8,7.0,277.0
1EZ9,6.6,298.0
1EZF,5.6,293.0
1EZG,5.5,295.0
1EZK,7.5,292.0
1EZL,5.7,295.0
1EZQ,5.7,292.0
1EZR,6.5,296.0
1EZS,6.5,291.0
1EZU,6.2,295.0
1EZV,8.0,277.0
1EZW,7.5,277.0
1EZX,8.0,277.0
1EZZ,7.0,293.0
1F00,7.5,291.0
1F06,6.8,298.0
1F08,6.5,290.0
1F09,5.5,277.0
1F0B,5.5,277.0
1F0I,5.4,298.0
1F0J,7.0,282.0
1F0K,6.5,298.0
1F0L,7.5,298.0
1F0M,7.0,298.0
1F0N,6.0,294.0
1F0P,6.0,294.0
1F0Q,8.0,292.0
1F0R,5.7,292.0
1F0S,5.7,292.0
1F0T,6.0,292.0
1F0U,6.0,292.0
1F0V,6.5,293.0
1F0X,5.2,298.0
1F0Y,6.5,291.0
1F12,6.5,291.0
1F14,6.5,291.0
1F17,6.5,291.0
1F18,7.7,275.0
1F1A,7.7,277.0
1F1B,5.75,293.0
1F1D,7.7,298.0
1F1F,7.8,298.0
1F1G,7.7,298.0
1F1J,7.0,277.0
1F1M,6.5,293.0
1F1O,5.8,293.0
1F1R,6.8,298.0
1F1S,6.0,295.0
1F1U,6.8,298.0
1F1V,6.8,298.0
1F1W,5.6,298.0
1F1X,7.5,298.0
1F1Z,8.0,277.0
1F21,7.5,294.0
1F24,7.0,293.0
1F25,7.0,293.0
1F26,7.0,293.0
1F28,7.4,297.0
1F29,6.0,291.0
1F2A,6.5,291.0
1F2B,6.5,291.0
1F2C,6.0,291.0
1F2D,7.1,291.0
1F2E,8.0,293.0
1F2F,6.5,295.0
1F2I,6.2,298.0
1F2K,5.6,277.0
1F2L,5.0,298.0
1F2P,5.5,298.0
1F2S,5.1,295.0
1F2T,6.5,295.0
1F2U,7.5,295.0
1F2W,7.7,277.0
1F2X,5.6,293.0
1F31,6.0,291.0
1F32,7.0,298.0
1F35,6.5,294.0
1F37,8.0,295.0
1F39,8.0,295.0
1F3A,7.5,288.0
1F3B,7.5,288.0
1F3D,5.0,291.0
1F3H,7.5,298.0
1F3L,6.3,289.0
1F3M,6.5,285.0
1F3O,6.8,294.0
1F3T,7.5,289.0
1F3U,6.5,278.0
1F3W,6.0,291.0
1F3X,6.0,291.0
1F41,7.0,293.0
1F42,6.5,298.0
1F44,6.1,295.0
1F45,5.0,298.0
1F4A,6.5,298.0
1F4B,7.0,293.0
1F4C,7.0,293.0
1F4D,7.0,293.0
1F4E,7.0,293.0
1F4F,7.0,293.0
1F4G,7.0,293.0
1F4H,6.5,298.0
1F4J,7.0,298.0
1F4L,7.0,293.0
1F4M,7.5,294.0
1F4N,7.5,294.0
1F4O,7.5,293.0
1F4P,7.3,292.0
1F4Q,5.6,293.0
1F4U,8.0,298.0
1F4W,5.5,291.0
1F4X,5.5,291.0
1F4Y,5.5,291.0
1F4Z,5.6,295.0
1F50,5.6,295.0
1F52,7.5,298.0
1F56,5.4,293.0
1F57,6.0,291.0
1F59,5.5,293.0
1F5A,6.0,297.0
1F5B,7.4,277.0
1F5C,7.4,277.0
1F5F,7.5,293.15
1F5J,7.2,291.0
1F5K,5.2,298.0
1F5L,5.2,298.0
1F5M,8.0,295.0
1F5N,7.0,277.0
1F5O,6.8,296.0
1F5P,6.8,296.0
1F5Q,7.5,298.0
1F5R,6.5,298.0
1F5T,7.5,298.0
1F5V,6.5,281.0
1F5W,5.6,293.0
1F5Z,7.5,293.0
1F61,8.0,289.0
1F66,6.0,292.0
1F6D,5.3,298.0
1F6F,5.6,294.0
1F6H,6.37,300.0
1F6L,7.2,277.0
1F6M,6.0,295.0
1F6N,7.0,295.0
1F6O,6.5,298.0
1F6R,6.0,289.0
1F6W,6.5,293.0
1F6Y,7.5,298.0
1F75,5.4,293.0
1F7C,7.0,294.0
1F7D,6.5,295.0
1F7K,6.5,295.0
1F7N,6.5,295.0
1F7O,6.5,295.0
1F7P,6.5,295.0
1F7Q,6.5,295.0
1F7R,6.5,295.0
1F7S,5.8,277.0
1F7T,7.0,291.0
1F7U,7.5,277.0
1F7V,6.5,277.0
1F7Y,6.2,295.0
1F80,6.4,291.0
1F82,7.3,294.0
1F88,6.0,277.0
1F89,7.0,293.0
1F8A,7.0,298.0
1F8B,5.9,293.0
1F8C,5.9,293.0
1F8D,5.9,293.0
1F8E,5.9,293.0
1F8G,7.5,290.0
1F8I,8.0,289.0
1F8M,8.0,289.0
1F8N,5.5,298.0
1F8Q,7.1,295.0
1F8T,5.6,300.0
1F8V,7.5,293.0
1F8W,7.2,296.0
1F8X,5.4,296.0
1F8Y,5.4,296.0
1F90,5.6,300.0
1F91,7.4,294.0
1F92,5.2,298.0
1F93,5.0,277.0
1F98,5.2,292.0
1F99,7.0,293.0
1F9A,7.5,277.0
1F9B,5.0,277.0
1F9C,6.5,277.0
1F9D,7.5,291.0
1F9E,6.5,277.0
1F9G,6.0,293.0
1F9H,5.2,292.0
1F9I,5.2,292.0
1F9K,7.2,298.0
1F9M,5.8,293.0
1F9O,7.5,291.0
1F9Q,7.0,296.0
1F9R,6.5,296.0
1F9S,5.5,296.0
1F9T,7.0,291.0
1F9U,7.0,291.0
1F9V,7.0,277.0
1F9W,8.0,291.0
1F9Z,5.0,277.0
1FA0,7.24,277.0
1FA2,6.5,298.0
1FA5,5.0,293.0
1FA6,5.0,298.0
1FA7,5.0,298.0
1FA8,5.0,275.0
1FAA,7.0,293.0
1FAE,7.5,291.0
1FAO,7.0,291.0
1FAV,6.9,298.0
1FAW,6.8,291.0
1FAY,7.2,298.0
1FAZ,6.0,298.0
1FB1,7.5,298.0
1FB2,6.5,298.0
1FB7,5.8,293.0
1FB8,7.0,291.0
1FBM,6.0,293.0
1FBO,7.5,291.0
1FBQ,6.1,277.0
1FBS,6.0,277.0
1FBV,5.6,277.0
1FBW,7.5,291.0
1FBX,7.0,298.0
1FBY,7.0,295.0
1FC0,6.0,290.0
1FC4,6.4,291.0
1FC5,6.5,293.0
1FC6,7.8,298.0
1FC7,7.5,298.0
1FC9,7.5,298.0
1FCF,7.5,298.0
1FCH,7.5,293.0
1FCJ,6.7,293.0
1FCU,6.5,298.0
1FCX,7.0,290.0
1FCY,7.0,290.0
1FCZ,7.0,290.0
1FD0,7.0,290.0
1FD7,7.5,298.0
1FD9,6.5,288.0
1FDJ,7.4,277.0
1FDP,5.2,298.0
1FE0,6.5,298.0
1FE1,7.0,293.0
1FE2,6.5,293.0
1FE4,6.5,298.0
1FE5,7.0,298.0
1FE8,5.5,277.0
1FEE,6.5,298.0
1FEJ,6.5,298.0
1FEV,5.75,298.0
1FEW,6.5,276.0
1FEZ,7.4,291.14
1FF0,6.5,298.0
1FF2,7.8,277.0
1FF3,7.0,277.0
1FFG,5.5,297.0
1FFK,5.8,292.0
1FFN,6.5,298.0
1FFO,6.5,298.0
1FFP,6.5,298.0
1FFQ,7.2,291.0
1FFR,7.2,291.0
1FFS,5.5,297.0
1FFT,7.0,277.0
1FFU,7.2,277.0
1FFV,7.2,277.0
1FFW,5.5,297.0
1FFX,7.0,293.0
1FFY,6.3,293.0
1FG2,7.4,277.0
1FG5,6.5,293.0
1FG9,7.0,298.0
1FGG,6.0,296.0
1FGM,5.5,293.0
1FGO,5.5,293.0
1FGQ,5.5,293.0
1FGR,5.5,293.0
1FGT,5.5,293.0
1FH2,5.1,287.0
1FH5,5.6,277.0
1FHF,7.5,277.0
1FHL,7.5,298.0
1FHU,6.75,296.0
1FHW,5.0,291.0
1FHX,5.0,291.0
1FI1,6.4,291.0
1FIF,8.0,293.0
1FIH,8.0,298.0
1FIO,7.5,298.0
1FIU,6.5,291.0
1FIZ,6.5,291.0
1FJ1,6.15,277.0
1FJ2,5.0,293.0
1FJ3,7.5,298.0
1FJ4,6.5,291.0
1FJ8,6.5,291.0
1FJ9,7.0,300.0
1FJG,6.5,277.0
1FJH,6.5,277.0
1FJJ,7.5,298.0
1FJO,7.5,298.0
1FJQ,7.5,298.0
1FJR,7.5,295.0
1FJS,8.0,295.0
1FJT,7.5,298.0
1FJU,7.5,298.0
1FJV,7.5,298.0
1FJW,7.5,298.0
1FJX,5.6,289.0
1FK8,6.5,277.0
1FK9,5.0,277.0
1FKA,7.7,291.0
1FKM,7.5,291.0
1FKN,7.4,293.0
1FKO,5.0,277.0
1FKP,5.0,277.0
1FKQ,5.5,277.0
1FKV,6.0,293.0
1FL0,7.5,291.0
1FL1,7.5,298.0
1FL2,6.5,291.0
1FL3,5.0,277.0
1FL6,7.5,298.0
1FL9,7.2,293.0
1FLG,8.0,293.0
1FLJ,7.5,298.0
1FLK,7.5,294.0
1FLL,7.5,294.0
1FLO,7.0,277.0
1FLZ,7.5,293.0
1FM0,7.5,295.0
1FM2,6.5,294.0
1FM5,7.0,298.0
1FM6,7.5,295.0
1FM7,6.5,277.0
1FM8,6.5,277.0
1FM9,7.5,295.0
1FMA,7.5,295.0
1FMI,7.0,293.0
1FMJ,6.6,284.0
1FML,6.6,284.0
1FMO,8.0,277.0
1FMU,5.6,298.0
1FMV,7.5,277.0
1FMW,7.5,277.0
1FMX,5.6,298.0
1FMZ,5.4,277.0
1FN0,5.4,277.0
1FN7,6.5,277.0
1FN8,6.0,292.0
1FNJ,7.0,295.0
1FNK,7.0,295.0
1FNL,6.5,298.0
1FNM,7.6,293.0
1FNN,6.5,298.0
1FNO,7.5,293.0
1FNP,7.0,295.0
1FNQ,7.0,295.0
1FNT,7.5,277.0
1FO1,6.8,298.0
1FO2,7.0,293.0
1FO3,7.0,293.0
1FO4,7.5,295.0
1FO6,7.0,296.5
1FO8,7.9,293.0
1FO9,7.9,295.0
1FOA,7.9,293.0
1FOB,7.5,298.0
1FOC,7.0,297.0
1FOE,6.0,277.0
1FOF,6.5,298.0
1FOI,6.5,280.0
1FOJ,6.5,280.0
1FOL,6.5,280.0
1FOO,6.5,280.0
1FOP,6.5,280.0
1FOS,6.7,293.0
1FOU,8.0,292.0
1FP1,7.5,277.0
1FP3,5.0,293.0
1FP4,8.0,298.0
1FP7,7.6,295.0
1FP8,6.8,293.0
1FP9,6.8,293.0
1FPM,7.6,295.0
1FPN,7.5,293.0
1FPO,7.5,295.0
1FPQ,7.5,277.0
1FPU,6.2,277.0
1FPY,7.5,298.0
1FPZ,5.0,277.0
1FQ1,6.5,277.0
1FQ5,5.5,298.0
1FQ6,5.5,298.0
1FQ7,5.5,298.0
1FQ8,5.5,298.0
1FQA,6.6,273.0
1FQB,6.6,273.0
1FQC,6.2,293.0
1FQD,6.2,293.0
1FQE,7.4,293.0
1FQF,7.4,293.0
1FQG,8.0,298.0
1FQI,8.0,277.0
1FQL,8.0,277.0
1FQM,8.0,277.0
1FQN,8.0,277.0
1FQO,7.5,291.0
1FQR,8.0,277.0
1FQT,6.5,283.0
1FQW,7.0,298.0
1FQX,5.8,291.0
1FQY,6.0,298.0
1FR1,8.0,295.0
1FR2,5.3,277.0
1FR4,8.0,277.0
1FR6,8.0,295.0
1FR7,7.0,277.0
1FR9,6.5,295.0
1FRW,6.5,295.0
1FRZ,7.5,291.0
1FS3,6.0,298.0
1FS4,6.7,289.0
1FS5,7.0,291.0
1FS6,6.8,291.0
1FS7,5.7,293.0
1FS8,5.7,293.0
1FS9,5.7,293.0
1FSF,6.8,291.0
1FSG,8.0,277.0
1FSJ,5.4,285.0
1FSN,7.0,277.0
1FSO,6.0,293.0
1FSQ,7.0,277.0
1FSR,7.0,277.0
1FST,7.0,293.0
1FSX,7.3,298.0
1FT0,5.6,293.0
1FT3,5.6,293.0
1FT7,8.0,293.0
1FT8,6.8,298.0
1FTJ,6.5,277.0
1FTK,6.5,277.0
1FTL,5.0,277.0
1FTM,6.5,277.0
1FTO,5.0,277.0
1FTQ,6.7,298.0
1FTR,7.0,277.0
1FTW,6.7,289.0
1FTY,6.7,289.0
1FU1,6.5,293.0
1FU4,6.7,289.0
1FU7,6.7,289.0
1FU8,6.7,289.0
1FUE,7.0,290.0
1FUK,6.5,298.0
1FUX,7.3,298.0
1FUY,7.8,293.0
1FV0,6.5,298.0
1FV1,6.5,298.0
1FVF,5.6,293.0
1FVH,7.4,277.0
1FVO,6.5,291.0
1FVR,7.5,295.0
1FVT,7.5,295.0
1FVV,6.7,277.0
1FW0,5.0,274.0
1FW2,5.9,291.0
1FW3,6.6,291.0
1FW6,6.2,295.0
1FW8,6.1,293.0
1FW9,7.0,297.0
1FWK,8.0,293.0
1FWL,8.0,293.0
1FWM,8.0,298.0
1FWU,7.0,277.0
1FWV,7.0,277.0
1FWX,6.5,277.0
1FWY,6.0,293.0
1FX0,7.5,298.0
1FX2,6.5,291.0
1FX3,6.5,298.0
1FX4,7.0,291.0
1FX7,5.6,293.0
1FXH,7.2,277.0
1FXJ,6.0,293.0
1FXV,7.2,277.0
1FXW,6.4,298.0
1FXX,6.0,298.0
1FY1,7.2,293.0
1FY3,7.2,293.0
1FY4,6.0,292.0
1FY5,6.0,292.0
1FY7,6.5,293.0
1FY9,6.5,290.0
1FYA,6.5,290.0
1FYF,6.5,277.0
1FYK,6.0,291.0
1FYL,6.0,277.0
1FYM,6.0,277.0
1FYR,5.7,298.0
1FYT,7.0,291.0
1FYU,7.0,298.0
1FYV,8.0,294.0
1FYW,6.8,277.0
1FYX,6.8,277.0
1FYZ,7.0,298.0
1FZ0,7.0,298.0
1FZ1,7.0,298.0
1FZ2,7.0,298.0
1FZ3,7.0,298.0
1FZ4,7.0,298.0
1FZ5,7.0,298.0
1FZ6,7.0,298.0
1FZ7,7.0,298.0
1FZ8,7.0,298.0
1FZ9,7.0,298.0
1FZH,7.0,277.0
1FZI,7.0,277.0
1FZJ,6.4,290.0
1FZK,6.4,290.0
1FZM,6.4,290.0
1FZO,6.4,290.0
1FZQ,6.0,293.0
1FZR,7.2,291.0
1FZV,6.0,289.0
1FZY,6.0,298.0
1FZZ,5.0,298.0
1G01,7.5,291.0
1G06,6.8,300.0
1G07,6.8,300.0
1G08,5.0,296.0
1G09,7.2,298.0
1G0C,7.5,291.0
1G0D,7.0,277.0
1G0E,7.8,277.0
1G0F,7.8,277.0
1G0G,6.8,277.0
1G0H,7.2,298.0
1G0I,7.2,298.0
1G0J,6.8,277.0
1G0K,6.8,277.0
1G0L,6.8,277.0
1G0M,6.8,277.0
1G0N,7.0,274.0
1G0O,7.0,274.0
1G0P,6.8,277.0
1G0Q,6.8,277.0
1G0S,6.8,293.0
1G0U,6.7,297.0
1G0V,5.6,298.0
1G0W,7.5,298.0
1G12,7.0,297.0
1G13,7.5,298.0
1G15,8.0,294.0
1G16,5.7,294.0
1G17,7.7,294.0
1G18,7.0,293.0
1G19,7.0,293.0
1G1A,6.3,293.0
1G1B,7.0,298.0
1G1C,8.0,294.0
1G1D,8.0,277.0
1G1K,7.0,293.0
1G1M,8.0,295.0
1G1O,5.5,298.0
1G1S,7.0,291.0
1G1T,7.5,291.0
1G1U,7.5,295.0
1G1V,7.1,277.0
1G1W,7.1,277.0
1G1X,7.0,293.0
1G1Y,6.1,284.0
1G24,5.0,277.0
1G27,5.6,290.0
1G28,8.0,293.0
1G2A,7.5,290.0
1G2D,8.0,298.0
1G2F,8.0,298.0
1G2I,5.6,298.0
1G2K,5.5,277.0
1G2N,7.5,277.0
1G2O,8.0,298.0
1G2P,7.5,298.0
1G2Q,5.5,298.0
1G2R,5.6,283.0
1G2U,6.5,293.0
1G2X,8.0,281.0
1G33,6.5,291.0
1G35,5.5,277.0
1G37,6.5,296.0
1G38,6.0,293.0
1G3I,6.0,298.0
1G3M,6.0,295.0
1G3N,7.6,277.0
1G3O,7.5,277.0
1G3Q,5.5,293.0
1G3R,6.0,293.0
1G3U,6.0,293.0
1G3X,7.0,293.0
1G3Z,8.0,277.0
1G41,7.3,291.0
1G43,6.5,295.0
1G45,8.0,277.0
1G46,8.0,277.0
1G48,8.0,277.0
1G4E,7.5,277.0
1G4I,7.6,293.0
1G4J,8.0,277.0
1G4K,7.5,293.0
1G4O,8.0,277.0
1G4P,7.5,277.0
1G4S,7.5,277.0
1G4T,7.5,277.0
1G4V,7.0,293.0
1G4W,8.0,295.0
1G4X,7.0,293.0
1G4Y,5.6,298.0
1G50,7.1,277.0
1G52,8.0,277.0
1G53,8.0,277.0
1G54,8.0,277.0
1G57,7.5,295.0
1G58,7.0,295.0
1G59,6.7,293.0
1G5A,7.0,294.0
1G5B,6.0,296.0
1G5C,7.5,295.0
1G5G,6.5,293.0
1G5H,7.5,298.0
1G5I,7.5,298.0
1G5P,8.0,298.0
1G5Q,6.5,291.0
1G5R,5.5,278.0
1G5T,5.5,298.0
1G5U,6.0,290.0
1G5X,6.5,291.0
1G5Y,7.5,295.0
1G5Z,7.0,298.0
1G61,5.6,277.0
1G62,5.0,297.0
1G63,6.4,291.0
1G64,7.0,278.0
1G65,6.8,298.0
1G66,5.3,298.0
1G67,7.5,277.0
1G68,6.5,293.0
1G69,7.5,277.0
1G6B,7.5,277.0
1G6C,7.5,277.0
1G6H,6.8,294.0
1G6I,5.6,298.0
1G6K,6.0,293.0
1G6N,7.5,298.0
1G6O,7.0,298.0
1G6Q,7.5,295.0
1G6R,7.2,295.0
1G6S,7.0,293.0
1G6T,7.0,293.0
1G6U,6.5,298.0
1G6V,5.6,293.0
1G6X,7.5,292.0
1G73,5.5,297.0
1G74,6.8,291.0
1G76,7.0,298.0
1G77,7.0,298.0
1G78,7.0,298.0
1G79,7.0,298.0
1G7A,6.3,298.0
1G7B,6.3,298.0
1G7F,7.5,298.0
1G7G,7.5,298.0
1G7H,6.0,298.0
1G7I,6.5,298.0
1G7J,6.5,298.0
1G7K,7.8,298.0
1G7L,6.5,298.0
1G7M,6.5,298.0
1G7N,7.0,291.0
1G7P,7.25,295.0
1G7Q,7.25,295.0
1G7R,5.8,298.0
1G7S,5.8,293.0
1G7T,5.6,293.0
1G7U,6.1,298.0
1G7V,6.1,298.0
1G7W,7.0,293.0
1G7X,7.0,293.0
1G7Y,5.6,293.0
1G81,7.0,297.0
1G82,5.2,292.0
1G83,6.0,295.0
1G85,5.7,277.0
1G86,7.0,293.0
1G88,7.0,298.0
1G8A,7.5,277.0
1G8F,7.5,291.0
1G8G,7.5,291.0
1G8H,7.5,291.0
1G8I,6.5,298.0
1G8K,6.4,277.0
1G8L,6.5,298.0
1G8M,7.2,295.0
1G8O,6.5,293.0
1G8P,7.4,298.0
1G8Q,6.0,298.0
1G8R,6.5,298.0
1G8S,5.6,273.0
1G8X,7.2,280.0
1G8Y,6.0,291.0
1G93,6.5,293.0
1G94,7.0,292.0
1G95,6.5,298.0
1G97,6.5,298.0
1G98,7.0,298.0
1G99,7.5,293.0
1G9A,6.0,291.0
1G9B,6.0,291.0
1G9C,6.0,291.0
1G9D,6.0,291.0
1G9F,7.2,293.0
1G9G,7.5,290.0
1G9H,7.0,293.0
1G9I,6.4,297.0
1G9J,7.5,290.0
1G9K,7.0,293.0
1G9M,6.4,293.0
1G9N,5.9,293.0
1G9O,5.9,291.0
1G9Q,6.8,291.0
1G9R,5.0,291.0
1G9S,7.5,293.0
1G9T,7.5,293.0
1G9V,6.5,298.0
1G9X,8.0,293.0
1GA0,7.0,293.0
1GA1,7.5,293.0
1GA5,7.5,290.0
1GA6,5.2,293.0
1GA7,6.8,298.0
1GA8,5.0,291.0
1GA9,7.0,296.0
1GAG,7.5,277.0
1GAJ,7.5,294.0
1GAO,7.5,277.0
1GAQ,7.5,277.0
1GAW,7.0,293.0
1GAX,6.5,277.0
1GC0,6.5,298.0
1GC2,6.5,298.0
1GC3,7.5,293.0
1GC4,7.5,293.0
1GC6,6.0,277.0
1GC7,6.0,277.0
1GC9,7.6,298.0
1GCE,5.0,298.0
1GCJ,5.5,277.0
1GCK,7.5,293.0
1GCO,6.0,293.0
1GCQ,6.5,293.2
1GCU,6.5,283.0
1GCV,6.5,298.0
1GCW,7.0,298.0
1GCY,7.5,277.0
1GCZ,5.0,298.0
1GD0,5.0,298.0
1GD2,5.8,277.0
1GD6,6.7,291.0
1GD7,5.0,293.0
1GD9,7.5,293.0
1GDE,7.5,293.0
1GDN,6.0,292.0
1GDQ,6.0,292.0
1GDU,6.0,292.0
1GE5,7.0,297.0
1GE6,7.0,297.0
1GE7,7.0,297.0
1GE8,5.5,293.0
1GEB,6.5,298.0
1GED,6.5,298.0
1GEE,6.0,293.0
1GEF,7.0,297.0
1GEG,7.0,293.0
1GEI,6.5,293.0
1GEJ,6.5,293.0
1GEK,6.0,298.0
1GEM,6.0,298.0
1GEQ,6.5,283.0
1GEW,7.7,293.0
1GEX,7.7,293.0
1GEY,7.7,293.0
1GFW,5.9,293.0
1GG0,7.0,291.0
1GG3,5.8,277.0
1GG6,7.0,298.0
1GGD,7.0,298.0
1GGM,8.0,297.0
1GGV,6.3,291.0
1GH0,6.8,298.0
1GH2,5.0,291.0
1GH4,7.2,293.0
1GH7,6.5,277.0
1GHD,7.5,291.0
1GHE,8.0,291.0
1GHV,7.8,298.0
1GHW,7.3,298.0
1GHX,7.3,298.0
1GI7,6.5,298.0
1GI8,6.5,298.0
1GI9,6.5,298.0
1GIH,7.2,278.0
1GII,7.2,278.0
1GIJ,7.2,278.0
1GIS,5.7,291.0
1GIU,5.7,291.0
1GJ4,7.8,298.0
1GJ5,7.3,298.0
1GJ7,6.5,298.0
1GJ8,6.5,298.0
1GJ9,6.5,298.0
1GJA,6.5,298.0
1GJB,6.5,298.0
1GJC,6.5,298.0
1GJD,6.5,298.0
1GJI,7.5,298.0
1GJV,7.5,293.0
1GK0,8.0,291.0
1GK1,8.0,291.0
1GK8,7.5,291.0
1GKX,7.5,293.0
1GKZ,7.5,293.0
1GLU,6.0,281.0
1GMJ,8.0,296.0
1GN3,7.0,277.0
1GN4,7.0,277.0
1GN6,7.0,277.0
1GN9,6.0,293.0
1GNL,6.0,277.0
1GNT,5.9,293.0
1GOT,8.0,277.0
1GPJ,7.5,277.0
1GQF,5.6,293.0
1GRW,5.0,293.0
1GV5,6.8,297.0
1GV7,5.8,289.0
1GV8,7.8,277.0
1GVC,7.8,277.0
1GVD,6.8,297.0
1GVJ,5.6,297.0
1GVK,5.0,293.0
1GWI,6.5,295.0
1GX8,7.3,290.0
1GX9,7.3,290.0
1GXA,7.3,290.0
1GXM,5.2,291.0
1GXR,7.0,287.0
1GY3,7.0,277.0
1GYX,6.5,277.0
1GYY,6.5,277.0
1GZD,7.0,277.0
1GZP,7.1,293.0
1GZQ,7.1,293.0
1GZV,7.0,277.0
1H0H,7.5,277.0
1H12,7.0,277.0
1H13,7.0,277.0
1H14,7.0,277.0
1H22,5.8,277.0
1H23,5.8,277.0
1H29,7.5,277.0
1H2S,5.1,295.0
1H4A,7.0,277.0
1H4C,5.5,277.0
1H4D,5.5,277.0
1H4E,5.5,277.0
1H4L,7.6,293.0
1H4P,8.0,291.0
1H4W,7.7,298.0
1H5Z,6.5,295.0
1H65,6.5,277.0
1H6N,7.3,277.0
1H6T,5.0,293.0
1H6U,5.0,293.0
1H7K,7.3,277.0
1H88,7.5,297.0
1H89,7.0,297.0
1H8A,6.0,297.0
1HBJ,5.8,277.0
1HCJ,7.8,277.0
1HDH,6.3,293.0
1HDI,7.7,288.0
1HEK,6.5,291.0
1HES,7.1,289.0
1HH4,5.6,293.0
1HJ3,7.0,293.0
1HJ4,7.0,293.0
1HJ5,7.0,293.0
1HJB,5.6,297.0
1HJC,7.0,297.0
1HJF,7.0,293.0
1HJG,7.0,293.0
1HJJ,5.5,277.0
1HJL,5.5,277.0
1HK0,7.0,277.0
1HKQ,6.2,295.0
1HLF,6.7,289.0
1HLK,6.0,294.0
1HLQ,8.0,290.0
1HLV,6.5,293.0
1HLW,7.5,290.0
1HLZ,7.5,290.0
1HM0,8.0,293.0
1HM2,7.5,298.0
1HM3,7.5,298.0
1HM4,7.0,277.0
1HM5,6.6,295.0
1HM7,7.0,298.0
1HM8,8.0,293.0
1HM9,8.0,293.0
1HMK,6.0,293.0
1HMU,7.5,298.0
1HMW,7.5,298.0
1HN0,8.0,298.0
1HN1,6.5,288.0
1HN9,7.0,298.0
1HNH,7.0,298.0
1HNN,6.5,293.0
1HNO,5.6,295.0
1HNU,5.6,295.0
1HNW,6.5,277.0
1HNX,6.5,277.0
1HNZ,6.5,277.0
1HO1,7.5,293.0
1HO4,7.5,293.0
1HO5,6.0,298.0
1HO8,7.5,298.0
1HOX,7.5,295.0
1HP1,6.6,298.0
1HP4,6.0,298.0
1HP5,6.0,298.0
1HPU,6.0,298.0
1HPZ,6.8,277.0
1HQ1,5.6,293.0
1HQ4,7.2,298.0
1HQ6,8.0,298.0
1HQ8,6.5,295.0
1HQC,8.0,293.0
1HQD,7.4,278.0
1HQE,6.8,277.0
1HQJ,5.6,298.0
1HQK,5.6,293.0
1HQL,7.5,293.0
1HQM,8.0,298.0
1HQP,7.5,293.0
1HQR,6.5,298.15
1HQU,6.8,277.0
1HQV,6.5,293.0
1HQW,5.45,298.0
1HQZ,5.6,290.0
1HR0,6.5,277.0
1HRK,7.5,277.0
1HRU,5.5,295.0
1HS6,6.8,298.0
1HSK,6.5,293.0
1HSO,7.2,298.0
1HSZ,7.5,277.0
1HT3,6.5,277.0
1HT5,6.7,291.0
1HT6,6.7,293.0
1HT8,6.7,291.0
1HTJ,7.8,293.0
1HTO,5.5,298.0
1HTQ,5.5,298.0
1HTV,6.8,298.0
1HTW,7.0,300.0
1HTY,7.0,298.0
1HTZ,6.5,293.0
1HU0,6.5,277.0
1HU8,7.5,293.0
1HU9,5.3,296.0
1HUJ,6.5,277.0
1HUK,6.5,277.0
1HUO,7.0,298.0
1HUQ,6.0,277.0
1HUV,6.2,291.0
1HUX,5.6,298.0
1HUY,5.0,277.0
1HUZ,7.0,298.0
1HV0,7.5,298.0
1HV1,7.5,298.0
1HV4,7.2,291.0
1HV5,5.5,277.0
1HV6,7.5,293.0
1HV9,6.4,293.0
1HVB,6.8,298.0
1HVU,7.0,277.0
1HVV,5.0,293.0
1HW1,5.6,290.0
1HW2,6.0,290.0
1HW3,7.8,298.0
1HW4,7.8,298.0
1HW5,6.1,298.0
1HW7,6.8,298.0
1HW8,7.5,294.0
1HW9,7.5,294.0
1HWI,7.5,294.0
1HWJ,7.5,294.0
1HWK,7.5,294.0
1HWL,7.5,294.0
1HWM,7.5,298.0
1HWN,7.5,298.0
1HWO,7.5,298.0
1HWP,7.5,298.0
1HWU,6.5,291.0
1HWW,7.0,298.0
1HWY,7.0,298.0
1HX3,5.5,293.0
1HX8,6.8,298.0
1HX9,6.9,277.0
1HXA,6.9,277.0
1HXC,6.9,277.0
1HXG,6.9,277.0
1HXH,7.5,277.0
1HXI,6.5,298.0
1HXJ,5.6,294.0
1HXK,7.0,298.0
1HXR,8.0,277.0
1HXS,7.0,277.0
1HXY,5.1,291.0
1HY0,6.5,298.0
1HY1,7.5,298.0
1HY3,6.0,298.0
1HY7,6.5,298.0
1HYB,7.5,298.0
1HYE,5.6,295.0
1HYG,5.6,293.0
1HYO,6.5,298.0
1HYR,6.5,295.0
1HYS,5.6,297.0
1HYU,5.6,277.0
1HYV,6.5,277.0
1HYZ,6.5,277.0
1HZ4,6.5,291.2
1HZ5,6.0,277.0
1HZ6,5.5,277.0
1HZ9,7.5,277.0
1HZA,6.5,277.0
1HZB,6.5,293.0
1HZC,6.5,277.0
1HZD,6.5,293.0
1HZF,7.5,298.0
1HZH,6.5,295.5
1HZI,5.4,293.0
1HZJ,6.0,276.0
1HZO,6.25,293.0
1HZP,8.0,298.0
1HZT,5.5,293.0
1HZU,5.5,293.0
1HZV,6.5,293.0
