pdb_id,pH,temp
1JXA,7.0,295.0
1JXB,7.5,298.0
1JXG,7.0,277.0
1JXH,7.0,291.0
1JXI,7.2,291.0
1JXL,7.0,293.0
1JXM,7.7,277.0
1JXO,6.3,277.0
1JXQ,6.5,298.0
1JXT,7.0,293.0
1JXU,7.0,293.0
1JXV,6.35,295.0
1JXW,7.0,293.0
1JXX,7.0,293.0
1JXY,7.0,293.0
1JY0,7.5,298.0
1JY2,8.0,295.0
1JY3,8.0,295.0
1JY7,6.7,293.0
1JY8,7.0,293.0
1JYB,7.0,298.0
1JYD,6.8,289.0
1JYE,5.6,295.0
1JYF,5.6,295.0
1JYK,7.5,291.0
1JYL,6.5,291.0
1JYM,7.0,298.0
1JYN,6.5,288.0
1JYO,7.0,295.0
1JYQ,6.0,291.0
1JYR,6.0,291.0
1JYU,6.0,291.0
1JYV,6.5,288.0
1JYW,6.5,288.0
1JYX,6.5,288.0
1JZ2,6.5,288.0
1JZ3,6.5,288.0
1JZ4,6.5,288.0
1JZ5,6.5,288.0
1JZ6,6.5,288.0
1JZ7,6.5,288.0
1JZ8,6.5,288.0
1JZE,7.0,293.0
1JZF,7.0,293.0
1JZG,7.0,293.0
1JZH,7.0,293.0
1JZI,7.0,293.0
1JZJ,6.0,298.0
1JZK,7.5,296.0
1JZL,7.5,296.0
1JZQ,7.5,293.0
1JZS,7.5,293.0
1JZX,7.8,291.0
1JZY,7.8,291.0
1JZZ,7.8,291.0
1K01,7.8,291.0
1K04,6.5,296.0
1K05,7.0,296.0
1K06,6.7,287.0
1K07,Error,Error
1K08,6.7,287.0
1K0G,7.5,298.0
1K0M,5.0,277.0
1K0N,5.0,277.0
1K0O,5.0,277.0
1K0R,6.1,293.0
1K0U,7.2,295.0
1K0W,7.0,295.0
1K0Y,6.5,298.0
1K0Z,5.0,291.0
1K12,7.5,293.15
1K1A,6.0,293.0
1K1B,6.0,293.0
1K1D,7.5,290.0
1K1E,6.5,295.0
1K1F,5.0,293.0
1K1I,7.0,291.0
1K1Q,6.2,298.0
1K1S,6.2,298.0
1K1W,7.5,298.0
1K1X,8.0,298.0
1K1Y,8.0,298.0
1K20,6.5,291.0
1K23,6.7,291.0
1K24,7.5,293.0
1K27,8.0,298.0
1K2A,6.5,295.0
1K2D,5.5,296.0
1K2F,6.5,295.0
1K2I,7.0,293.0
1K2O,7.5,277.0
1K2R,6.0,280.0
1K2S,6.0,280.0
1K2T,6.0,280.0
1K2U,6.0,280.0
1K2W,7.0,300.0
1K2Y,7.0,298.0
1K30,5.6,290.0
1K32,6.0,291.0
1K35,7.0,298.0
1K39,7.0,295.0
1K3A,7.5,277.0
1K3B,5.6,293.0
1K3E,5.6,291.0
1K3F,7.3,293.0
1K3I,6.0,298.0
1K3L,7.5,294.0
1K3R,6.5,296.0
1K3S,7.0,291.0
1K3T,7.1,295.0
1K3U,7.8,293.0
1K3V,6.5,292.0
1K3W,6.5,288.0
1K3X,6.5,288.0
1K40,7.0,295.0
1K44,6.0,298.0
1K46,8.0,295.0
1K47,7.5,298.0
1K49,6.5,295.0
1K4C,5.4,298.0
1K4D,5.4,298.0
1K4I,6.5,295.0
1K4J,6.1,291.0
1K4K,7.0,293.0
1K4L,6.5,295.0
1K4M,7.2,293.0
1K4O,6.5,295.0
1K4P,6.5,295.0
1K4Q,8.0,293.0
1K4S,8.0,289.0
1K4T,6.5,289.0
1K4V,8.0,289.0
1K4W,8.0,295.0
1K4Y,5.5,295.0
1K4Z,7.6,298.0
1K51,6.5,277.0
1K52,6.5,277.0
1K53,6.5,277.0
1K54,7.5,277.0
1K55,7.5,277.0
1K56,6.5,277.0
1K57,6.0,277.0
1K58,5.6,289.0
1K59,5.2,289.0
1K5A,5.6,289.0
1K5B,5.2,289.0
1K5C,5.0,293.0
1K5D,7.5,293.0
1K5G,7.5,293.0
1K5H,5.1,291.0
1K5J,7.5,295.0
1K5M,7.5,298.0
1K5Q,7.2,277.0
1K5S,7.2,277.0
1K5U,7.5,298.15
1K5V,6.0,298.15
1K62,7.0,298.0
1K68,7.0,291.5
1K6A,5.1,298.0
1K6D,8.0,298.0
1K6F,5.6,294.0
1K6I,6.5,277.0
1K6J,8.0,277.0
1K6K,7.0,294.0
1K6L,7.5,293.0
1K6N,7.5,293.0
1K6O,6.0,293.0
1K6P,6.2,298.0
1K6R,7.0,293.0
1K6S,7.0,293.0
1K6T,6.2,298.0
1K6U,7.5,295.0
1K6V,6.2,298.0
1K6W,7.5,298.0
1K6X,6.5,277.0
1K6Y,6.0,277.0
1K6Z,7.3,300.0
1K70,7.5,298.0
1K72,7.0,290.0
1K73,5.8,298.0
1K74,7.5,295.0
1K75,7.5,291.0
1K77,7.5,298.0
1K79,6.5,293.0
1K7A,6.5,293.0
1K7C,5.0,298.0
1K7D,7.2,277.0
1K7F,7.8,293.0
1K7G,6.5,293.0
1K7I,6.5,293.0
1K7J,5.0,298.0
1K7L,7.5,295.0
1K7Q,6.5,293.0
1K7S,5.2,298.0
1K7W,7.5,298.0
1K7Y,6.5,295.0
1K82,6.5,298.0
1K86,7.0,296.0
1K88,5.8,296.0
1K8A,5.8,292.0
1K8C,5.6,293.0
1K8D,7.2,295.0
1K8G,7.5,298.0
1K8I,5.5,293.0
1K8K,7.5,298.0
1K8R,8.0,290.0
1K8T,5.6,277.0
1K8U,7.0,293.0
1K8W,7.5,295.0
1K8X,7.8,296.0
1K90,6.5,277.0
1K92,6.5,298.0
1K93,6.5,277.0
1K94,6.0,293.0
1K96,7.8,293.0
1K97,6.5,298.0
1K98,6.5,295.0
1K9A,7.4,288.0
1K9B,7.6,289.0
1K9D,5.0,293.0
1K9E,5.0,293.0
1K9F,5.0,293.0
1K9I,6.5,294.0
1K9J,7.5,294.0
1K9K,7.8,293.0
1K9M,5.8,292.0
1K9O,6.5,298.0
1K9P,7.0,293.0
1K9S,7.0,295.0
1K9T,7.2,291.0
1K9V,5.0,298.0
1K9Y,6.5,293.0
1K9Z,6.5,293.0
1KA0,6.5,293.0
1KA1,6.5,293.0
1KA9,7.5,293.0
1KAE,5.5,291.0
1KAF,6.5,298.0
1KAG,6.5,295.0
1KAH,5.5,291.0
1KAK,6.9,277.0
1KAM,7.5,291.0
1KAQ,7.5,291.0
1KAR,5.5,291.0
1KAV,6.5,277.0
1KB0,5.7,277.0
1KB2,5.6,291.0
1KB4,5.6,291.0
1KB6,5.6,291.0
1KBB,7.5,298.0
1KBI,7.2,277.0
1KBJ,5.6,277.0
1KBK,7.5,298.0
1KBU,5.0,294.0
1KBY,7.4,298.0
1KBZ,8.0,298.0
1KC1,8.0,298.0
1KC3,6.8,298.0
1KC5,7.2,300.0
1KC8,5.8,292.0
1KCC,5.0,293.0
1KCD,5.0,293.0
1KCF,4.6,287.0
1KCG,6.0,297.0
1KCK,7.5,295.0
1KCL,7.5,295.0
1KCM,6.5,277.0
1KCR,7.2,300.0
1KCS,7.2,300.0
1KCU,7.2,300.0
1KCV,7.2,300.0
1KCX,8.0,277.0
1KCZ,7.0,292.0
1KD0,7.0,292.0
1KD1,5.8,292.0
1KD2,7.0,298.0
1KD8,7.7,293.0
1KD9,7.7,293.0
1KDD,7.7,293.0
1KDG,6.5,288.0
1KDH,6.0,290.0
1KDK,7.5,293.0
1KDM,7.5,277.0
1KDO,7.4,293.0
1KDP,7.4,293.0
1KDQ,7.0,298.0
1KDR,7.4,293.0
1KDT,7.4,293.0
1KE5,7.5,295.0
1KE6,7.5,295.0
1KE7,7.5,295.0
1KE8,7.5,295.0
1KE9,7.5,295.0
1KEA,8.0,298.0
1KEE,7.4,277.0
1KEH,6.5,290.0
1KEI,7.0,293.0
1KEJ,6.0,290.0
1KEN,8.0,293.0
1KEO,6.5,292.0
1KEP,5.4,293.0
1KEQ,6.7,293.0
1KER,5.4,293.0
1KET,5.4,293.0
1KEU,6.3,293.0
1KEW,6.32,293.0
1KEX,6.0,277.15
1KEZ,7.5,277.0
1KF0,7.0,288.0
1KF2,5.2,298.0
1KF3,5.9,298.0
1KF4,6.3,298.0
1KF5,7.1,298.0
1KF6,5.6,295.0
1KF7,8.0,298.0
1KFB,7.8,296.0
1KFC,7.8,296.0
1KFE,7.8,296.0
1KFF,7.3,293.0
1KFK,7.8,296.0
1KFM,6.8,293.0
1KFR,5.5,277.0
1KFU,7.5,293.0
1KFV,7.7,293.0
1KFW,6.0,295.0
1KFX,7.5,291.0
1KFY,5.8,295.0
1KG2,8.0,288.0
1KG3,8.0,288.0
1KG4,8.0,288.0
1KG5,8.0,288.0
1KG6,8.0,288.0
1KG7,8.0,288.0
1KG8,5.6,293.0
1KG9,5.6,293.0
1KGD,7.5,298.0
1KGI,5.0,293.0
1KGJ,5.0,293.0
1KGN,6.5,298.0
1KGO,6.5,298.0
1KGP,6.5,298.0
1KGQ,6.4,298.0
1KGS,6.5,295.0
1KGT,6.4,298.0
1KGY,7.5,293.0
1KGZ,6.5,298.0
1KH0,6.5,277.0
1KH4,8.0,293.0
1KH5,8.0,292.0
1KH7,8.0,292.0
1KH9,8.0,292.0
1KHB,6.0,289.0
1KHC,6.5,289.0
1KHD,6.5,298.0
1KHE,6.0,289.0
1KHF,6.0,289.0
1KHG,6.0,289.0
1KHH,6.5,277.0
1KHJ,8.0,292.0
1KHK,8.0,292.0
1KHL,8.0,292.0
1KHN,8.0,292.0
1KHO,6.4,277.0
1KHR,8.0,298.0
1KHU,6.5,298.0
1KHV,7.5,298.0
1KHW,7.5,298.0
1KHX,7.5,293.0
1KHY,7.5,277.0
1KI1,7.5,277.0
1KI9,7.5,298.0
1KIA,7.0,295.0
1KIB,7.8,298.0
1KIL,7.5,277.0
1KIX,7.5,298.0
1KIY,6.9,277.0
1KIZ,6.9,277.0
1KJ1,7.0,293.0
1KJ2,6.7,277.0
1KJ3,6.5,293.0
1KJ8,6.7,277.0
1KJ9,6.7,277.0
1KJI,6.7,277.0
1KJJ,6.7,277.0
1KJL,7.5,298.0
1KJN,7.5,298.0
1KJO,7.0,293.0
1KJP,7.0,293.0
1KJQ,6.7,277.0
1KJR,7.5,298.0
1KJW,7.0,288.0
1KJX,6.8,293.0
1KK4,8.0,298.0
1KK5,8.0,298.0
1KK6,8.0,298.0
1KK7,6.3,277.0
1KK9,6.5,298.0
1KKB,6.5,293.0
1KKC,8.0,296.0
1KKE,7.5,293.0
1KKF,6.5,293.0
1KKH,8.0,289.15
1KKJ,7.5,298.0
1KKK,7.0,293.0
1KKL,7.5,291.0
1KKM,7.5,291.0
1KKO,8.0,290.0
1KKP,7.5,298.0
1KKQ,7.0,293.0
1KKR,8.0,290.0
1KL1,7.5,298.0
1KL2,7.5,298.0
1KL3,6.9,293.0
1KL4,6.9,293.0
1KL5,7.5,293.0
1KL6,7.0,293.0
1KL7,7.6,277.0
1KL9,5.5,295.0
1KLG,5.2,298.0
1KLK,6.0,298.0
1KLL,6.0,298.0
1KLN,6.8,290.0
1KLU,5.2,298.0
1KLY,7.5,298.0
1KLZ,7.5,298.0
1KM0,7.5,298.0
1KM1,7.5,298.0
1KM2,7.5,298.0
1KM3,7.5,298.0
1KM4,7.5,298.0
1KM5,7.5,298.0
1KM6,7.5,298.0
1KMH,7.5,293.0
1KMJ,7.0,291.0
1KMK,7.0,291.0
1KMO,8.0,284.0
1KMP,8.0,284.0
1KMQ,6.9,282.0
1KMS,8.0,277.0
1KMV,8.0,277.0
1KMY,7.5,278.0
1KMZ,6.0,298.0
1KN0,6.2,293.0
1KN1,7.3,298.0
1KN9,5.4,295.0
1KNA,6.0,283.0
1KNC,7.0,291.0
1KND,7.5,278.0
1KNE,6.1,283.0
1KNF,7.5,278.0
1KNG,6.5,293.0
1KNJ,6.5,294.0
1KNK,6.5,294.0
1KNL,6.5,300.0
1KNM,6.5,300.0
1KNP,7.5,293.0
1KNQ,6.0,277.0
1KNR,7.5,293.0
1KNU,8.0,294.0
1KNV,5.5,291.0
1KNW,6.0,298.0
1KNX,7.6,293.0
1KNZ,5.4,297.0
1KO0,6.0,298.0
1KO1,6.0,277.0
1KO2,6.5,293.15
1KO3,6.5,293.15
1KO4,6.0,277.0
1KO5,7.2,277.0
1KO7,7.5,293.0
1KO8,7.2,277.0
1KOF,7.2,277.0
1KOG,6.6,277.0
1KOH,5.6,293.0
1KOI,5.6,295.0
1KOJ,6.5,298.0
1KOK,6.0,277.0
1KOL,8.0,293.0
1KON,8.0,295.0
1KOO,5.6,293.0
1KOU,6.5,290.0
1KP0,5.0,298.0
1KP2,6.5,298.0
1KP3,6.5,298.0
1KP9,6.5,292.0
1KPM,6.5,298.0
1KPR,8.0,295.0
1KPS,7.0,291.0
1KPU,6.5,295.0
1KPV,6.5,295.0
1KQ0,5.5,277.0
1KQ2,7.5,298.0
1KQ3,6.2,293.0
1KQ4,7.5,293.0
1KQ5,7.5,293.0
1KQ7,6.0,291.0
1KQ9,5.5,277.0
1KQA,7.8,298.0
1KQJ,8.0,300.0
1KQS,6.0,277.0
1KQU,7.8,293.0
1KQW,5.6,293.0
1KQX,5.6,293.0
1KQY,7.0,293.0
1KQZ,7.0,293.0
1KR0,7.0,293.0
1KR1,7.0,293.0
1KR3,6.0,298.0
1KR5,6.5,293.0
1KR6,7.0,293.0
1KR7,5.5,277.0
1KRH,7.0,281.0
1KRJ,6.0,277.0
1KRL,7.2,277.0
1KRM,7.5,293.0
1KRO,7.0,293.0
1KRQ,7.5,300.0
1KRR,7.8,298.0
1KRU,7.4,298.0
1KRV,7.4,298.0
1KS3,6.9,277.0
1KS7,7.0,293.0
1KSC,5.6,291.0
1KSD,6.5,291.0
1KSF,7.5,294.0
1KSG,7.0,277.0
1KSH,7.0,277.0
1KSJ,7.0,277.0
1KSK,5.6,291.0
1KSL,5.6,291.0
1KSN,5.7,292.0
1KSS,7.5,277.0
1KSU,7.5,277.0
1KSV,5.6,291.0
1KSW,6.5,298.0
1KSX,7.5,290.0
1KSY,7.5,290.0
1KT0,5.8,277.0
1KT1,5.8,277.0
1KT2,5.0,298.0
1KT7,7.0,293.0
1KT9,5.6,293.0
1KTB,5.6,293.0
1KTC,5.6,293.0
1KTD,5.0,298.0
1KTI,6.7,289.0
1KTJ,4.6,298.0
1KTK,8.0,298.0
1KTL,8.0,295.0
1KTO,7.0,293.0
1KTP,7.0,295.0
1KTR,6.4,277.0
1KTV,7.6,293.0
1KTW,6.5,281.0
1KU1,5.0,293.0
1KU2,7.0,298.0
1KU3,6.0,298.0
1KU6,6.5,293.0
1KU7,5.5,298.0
1KU8,7.5,293.0
1KU9,8.0,293.0
1KUJ,7.5,293.0
1KUQ,6.2,295.0
1KUU,7.5,298.0
1KUV,6.5,277.0
1KUX,6.5,277.0
1KUY,6.5,277.0
1KV1,7.4,300.0
1KV2,7.4,300.0
1KV3,6.6,277.0
1KV5,5.5,295.0
1KV6,8.0,277.0
1KV8,7.0,298.0
1KV9,7.5,295.0
1KVK,7.5,277.0
1KW0,6.8,277.0
1KW1,7.0,298.0
1KW3,7.5,285.0
1KW5,6.9,277.0
1KW6,7.5,285.0
1KW7,6.9,277.0
1KW8,7.5,285.0
1KW9,7.5,285.0
1KWA,6.5,294.0
1KWB,7.5,285.0
1KWC,7.5,285.0
1KWG,6.5,298.0
1KWK,6.5,298.0
1KWM,6.0,293.0
1KWP,5.15,298.0
1KWQ,8.0,279.0
1KWS,6.0,296.0
1KWT,8.0,298.0
1KWU,8.0,298.0
1KWV,8.0,298.0
1KWW,8.0,298.0
1KWX,8.0,298.0
1KWY,8.0,298.0
1KWZ,8.0,298.0
1KX0,8.0,298.0
1KX1,8.0,298.0
1KX3,6.0,293.0
1KX4,6.0,293.0
1KX5,6.0,293.0
1KX9,5.5,293.0
1KXG,6.0,279.0
1KXH,7.0,293.0
1KXM,6.0,298.0
1KXN,6.0,298.0
1KXO,7.6,298.0
1KXP,6.6,277.0
1KXQ,7.0,293.0
1KXR,6.0,298.0
1KXT,8.0,293.0
1KXV,5.0,293.0
1KXZ,7.5,298.0
1KY0,6.9,277.0
1KY1,6.9,277.0
1KY3,7.0,298.0
1KY4,7.2,297.0
1KY5,7.2,297.0
1KY8,5.6,293.0
1KYA,6.5,293.0
1KYC,7.5,298.0
1KYH,7.5,298.0
1KYI,6.0,277.0
1KYN,5.5,295.0
1KYO,7.5,277.0
1KYP,8.0,298.0
1KYR,8.0,298.0
1KYS,8.0,298.0
1KYT,7.5,298.0
1KYV,5.2,295.0
1KYX,5.0,295.0
1KYY,5.0,295.0
1KZ1,5.0,295.0
1KZ4,5.0,295.0
1KZ6,5.0,295.0
1KZ7,7.0,291.0
1KZ9,5.0,295.0
1KZA,7.4,298.0
1KZB,7.4,298.0
1KZC,7.4,298.0
1KZD,7.4,298.0
1KZE,7.4,298.0
1KZF,6.1,291.0
1KZG,7.0,291.0
1KZH,7.5,278.0
1KZK,7.0,298.0
1KZM,6.5,283.0
1KZN,7.5,297.0
1KZO,5.7,290.0
1KZP,5.7,290.0
1KZQ,5.0,293.0
1KZY,6.0,277.0
1KZZ,6.7,298.0
1L0A,6.8,298.0
1L0C,6.5,277.0
1L0H,6.0,290.0
1L0I,6.0,290.0
1L0J,6.9,277.0
1L0K,6.9,277.0
1L0O,6.0,298.0
1L0P,7.0,292.0
1L0V,5.6,298.0
1L0W,7.5,298.0
1L0X,8.0,298.0
1L0Y,8.0,298.0
1L0Z,5.0,298.0
1L1F,7.0,298.0
1L1G,5.0,298.0
1L1L,5.6,298.0
1L1N,5.0,293.0
1L1O,7.8,300.0
1L1S,7.5,293.0
1L1T,7.5,295.0
1L1Y,7.4,291.0
1L1Z,7.5,295.0
1L2A,7.4,291.0
1L2B,7.5,295.0
1L2C,7.5,295.0
1L2D,7.5,295.0
1L2F,7.5,295.0
1L2K,6.8,298.0
1L2P,5.0,291.0
1L2Q,7.5,277.0
1L2T,7.0,295.0
1L2U,5.5,291.0
1L3A,8.0,277.0
1L3B,7.5,293.0
1L3C,7.5,293.0
1L3F,6.0,298.0
1L3I,7.5,293.0
1L3J,8.0,298.0
1L3L,6.8,298.0
1L3R,8.0,277.0
1L3S,5.8,290.0
1L3T,5.8,290.0
1L3U,5.8,290.0
1L3V,5.8,290.0
1L3W,5.0,293.0
1L4A,7.2,293.0
1L4B,6.0,298.0
1L4D,7.0,293.0
1L4E,6.0,298.0
1L4F,6.0,298.0
1L4G,6.0,298.0
1L4H,6.0,298.0
1L4I,5.6,298.0
1L4K,6.0,298.0
1L4L,6.0,298.0
1L4M,6.0,298.0
1L4N,6.0,298.0
1L4U,7.5,288.0
1L4Y,7.5,288.2
1L4Z,7.5,293.0
1L5F,6.0,298.0
1L5G,6.0,298.0
1L5J,7.1,290.0
1L5K,6.0,298.0
1L5L,6.0,298.0
1L5M,6.0,298.0
1L5N,6.0,298.0
1L5O,6.0,298.0
1L5P,6.5,277.0
1L5Q,6.0,290.0
1L5R,6.0,290.0
1L5S,6.0,290.0
1L5T,8.0,298.0
1L5U,5.8,290.0
1L5Y,7.0,298.0
1L5Z,7.5,298.0
1L6M,7.0,298.0
1L6R,7.5,298.0
1L6S,7.5,296.0
1L6X,6.0,298.0
1L6Y,7.5,296.0
1L6Z,6.4,298.0
1L7A,6.5,298.0
1L7D,7.5,277.0
1L7E,7.5,277.0
1L7F,5.9,293.0
1L7G,5.9,293.0
1L7H,5.9,293.0
1L7I,8.0,292.0
1L7J,6.0,277.0
1L7K,6.0,277.0
1L7L,7.0,298.0
1L7O,7.4,298.0
1L7Q,7.5,296.0
1L7R,7.5,296.0
1L7T,5.8,298.0
1L7V,8.0,278.0
1L7X,6.0,290.0
1L7Z,5.5,277.0
1L8A,7.05,295.0
1L8B,6.0,277.0
1L8D,5.0,300.0
1L8F,5.1,298.0
1L8G,7.5,293.0
1L8J,7.5,298.0
1L8K,7.5,293.0
1L8L,7.2,295.0
1L8N,5.0,293.0
1L8O,7.2,295.0
1L8P,8.0,292.0
1L8Q,5.0,294.0
1L8R,7.5,277.0
1L8W,7.0,291.0
1L8X,7.5,277.0
1L9C,7.0,295.0
1L9D,7.0,295.0
1L9E,7.0,295.0
1L9G,7.4,298.0
1L9H,6.0,278.0
1L9K,5.8,291.0
1L9L,7.0,294.0
1L9U,8.0,298.0
1L9V,7.25,298.0
1L9W,5.5,293.0
1L9X,5.6,288.0
1L9Y,6.0,281.15
1L9Z,8.0,277.0
1LA6,7.6,293.0
1LAT,6.0,277.0
1LB2,7.5,298.0
1LB3,7.4,290.0
1LB4,7.5,293.0
1LB5,7.5,293.0
1LB6,7.5,293.0
1LB8,5.0,277.0
1LB9,5.0,277.0
1LBB,7.5,277.0
1LBC,6.5,277.0
1LBF,5.0,293.0
1LBK,6.0,295.0
1LBL,6.5,279.0
1LBM,7.5,277.0
1LBQ,7.5,277.0
1LBV,8.0,298.0
1LBW,8.0,298.0
1LBX,8.0,298.0
1LBY,8.0,298.0
1LBZ,8.0,298.0
1LC5,6.0,298.0
1LC7,6.0,298.0
1LC8,6.0,298.0
1LCI,7.8,283.0
1LCS,5.6,293.0
1LCU,7.5,298.0
1LCY,5.8,295.0
1LD7,5.5,290.0
1LD8,5.5,290.0
1LDJ,8.0,277.0
1LDK,7.0,277.0
1LDO,5.8,293.0
1LDQ,5.8,293.0
1LDS,5.7,289.0
1LE5,5.5,291.0
1LE6,7.6,298.0
1LE7,7.4,298.0
1LE8,8.0,293.0
1LEG,6.8,298.0
1LEI,6.5,291.0
1LEK,6.8,298.0
1LEL,5.8,293.0
1LEV,7.0,298.0
1LEW,7.5,289.0
1LEZ,7.0,289.0
1LF0,7.5,295.0
1LF1,5.5,295.0
1LF5,7.5,295.0
1LF6,7.5,297.0
1LF9,7.5,298.0
1LFK,7.5,293.0
1LFL,6.7,298.0
1LFM,6.4,298.0
1LFP,6.8,295.0
1LFQ,6.7,298.0
1LFT,6.7,298.0
1LFV,6.7,298.0
1LFY,6.7,298.0
1LFZ,6.7,298.0
1LG5,7.8,293.0
1LG6,7.8,293.0
1LG9,7.5,293.0
1LGD,7.8,298.0
1LGF,7.5,295.0
1LGN,8.0,277.0
1LGP,6.5,277.16
1LGQ,6.5,277.16
1LGT,7.5,277.0
1LH0,6.5,293.0
1LHN,7.5,293.0
1LHO,7.5,293.0
1LHP,5.8,290.0
1LHR,5.8,290.0
1LHU,7.5,293.0
1LHV,7.5,293.0
1LHW,7.5,293.0
1LHY,8.0,295.0
1LI0,8.0,295.0
1LI1,7.1,293.0
1LI4,5.6,273.0
1LI5,6.5,290.0
1LI7,6.5,290.0
1LI9,8.0,295.0
1LII,6.5,298.0
1LJ0,6.5,278.0
1LJ1,7.5,277.0
1LJ8,5.0,293.0
1LJ9,7.0,298.0
1LJL,8.0,293.0
1LJM,7.5,292.0
1LJP,7.5,293.0
1LJT,8.0,298.0
1LJW,6.4,298.0
1LK0,8.0,293.0
1LK2,6.5,291.0
1LK5,7.5,294.0
1LK6,6.8,298.0
1LK9,7.4,293.0
1LKA,5.1,293.0
1LKB,5.1,293.0
1LKC,6.5,277.0
1LKD,7.5,283.0
1LKE,8.0,298.0
1LKM,8.0,298.0
1LKP,7.3,298.0
1LKX,7.2,289.0
1LKZ,5.0,295.0
1LL0,6.8,298.0
1LL2,6.8,298.0
1LL3,6.8,298.0
1LL4,7.5,298.0
1LL6,7.5,298.0
1LL7,7.5,298.0
1LLF,7.3,293.0
1LLH,7.8,277.0
1LLM,8.0,298.0
1LLQ,7.5,298.0
1LLS,6.6,298.0
1LLW,8.0,277.0
1LLZ,8.0,277.0
1LM1,8.0,277.0
1LM4,7.0,293.0
1LM5,5.2,293.0
1LM6,8.0,298.0
1LM7,6.0,293.0
1LME,6.9,298.0
1LMI,7.0,298.0
1LN0,6.5,283.0
1LN1,5.5,298.0
1LN2,5.7,298.0
1LN3,5.5,298.0
1LN8,6.0,298.0
1LNG,7.0,273.0
1LNI,7.2,298.0
1LNL,7.5,293.0
1LNM,7.8,298.0
1LNQ,6.5,293.0
1LNS,5.2,291.0
1LNU,6.0,298.0
1LNW,5.5,293.0
1LNY,7.0,295.0
1LNZ,6.5,291.0
1LO0,7.0,290.0
1LO4,7.8,290.0
1LO5,6.5,291.0
1LO7,5.0,277.0
1LO8,5.0,277.0
1LO9,6.0,277.0
1LOH,6.0,292.0
1LOJ,5.6,293.0
1LOK,8.0,295.0
1LOM,6.5,295.0
1LON,7.0,296.0
1LOO,7.0,296.0
1LOQ,7.5,298.0
1LOR,7.5,298.0
1LOS,7.5,298.0
1LOT,6.5,290.0
1LP1,6.5,298.0
1LP3,7.3,295.0
1LP6,7.5,298.0
1LP8,8.0,295.0
1LP9,6.5,298.0
1LPC,8.0,295.0
1LPD,8.0,295.0
1LPG,5.7,298.0
1LPJ,5.6,293.0
1LPK,5.7,298.0
1LPL,6.5,298.0
1LPQ,6.8,295.0
1LPZ,5.7,298.0
1LQ0,5.6,298.0
1LQ1,7.0,295.0
1LQ2,7.0,277.0
1LQ8,7.0,293.0
1LQ9,7.0,293.0
1LQB,7.4,298.0
1LQD,5.7,298.0
1LQE,6.0,292.0
1LQF,5.9,284.0
1LQG,7.6,293.0
1LQJ,7.4,293.0
1LQK,7.0,298.0
1LQL,7.5,298.0
1LQM,7.6,293.0
1LQO,7.0,298.0
1LQP,7.0,298.0
1LQS,6.0,298.0
1LQT,5.6,277.0
1LQU,5.6,277.0
1LQV,7.0,298.0
1LQX,7.5,293.0
1LQY,7.5,290.0
1LR0,8.0,293.0
1LR2,6.5,293.0
1LR3,6.5,293.0
1LR4,8.0,293.0
1LR6,7.5,293.0
1LR8,6.5,289.0
1LRH,5.5,298.0
1LRI,6.5,290.0
1LRJ,8.0,277.0
1LRK,8.0,277.0
1LRL,8.0,277.0
1LRM,6.8,277.0
1LRT,6.25,298.0
1LRU,6.0,290.0
1LRZ,8.0,293.0
1LS3,7.0,298.0
1LS6,8.0,293.0
1LS9,7.6,277.0
1LSH,6.2,291.0
1LSJ,6.5,291.0
1LSL,5.5,298.0
1LSO,6.5,291.0
1LSS,6.0,298.0
1LSU,6.0,298.0
1LSV,7.5,277.0
1LSW,7.5,277.0
1LSX,7.5,277.0
1LT0,7.5,277.0
1LT1,7.5,277.0
1LT7,5.2,298.0
1LT8,5.2,298.0
1LTK,7.5,298.0
1LTO,6.6,293.0
1LTQ,6.5,298.0
1LTU,7.5,277.15
1LTV,7.5,277.15
1LTX,7.2,298.0
1LTZ,7.5,277.15
1LU0,6.5,293.0
1LU4,7.4,300.0
1LUA,6.5,277.0
1LUF,7.0,277.0
1LUG,7.5,293.0
1LUJ,8.0,293.0
1LUV,8.0,294.0
1LUW,8.0,294.0
1LV0,6.2,296.0
1LV1,6.2,295.0
1LV2,5.5,294.0
1LV5,5.8,290.0
1LV8,7.25,298.0
1LVA,6.2,293.0
1LVB,8.0,291.0
1LVC,6.5,298.0
1LVF,7.4,298.0
1LVH,6.1,291.0
1LVN,7.2,291.0
1LVU,7.25,286.0
1LW0,5.0,277.0
1LW1,6.0,290.0
1LW2,5.0,277.0
1LW3,7.5,293.0
1LW4,7.5,298.0
1LW5,7.5,298.0
1LW6,6.5,277.0
1LW7,5.6,293.0
1LWB,6.0,297.0
1LWC,5.0,277.0
1LWD,7.7,277.0
1LWE,5.0,277.0
1LWF,5.0,277.0
1LWH,6.5,290.0
1LWJ,6.5,290.0
1LWL,5.5,277.0
1LWN,6.7,295.0
1LWO,6.7,298.0
1LWS,7.5,291.0
1LWT,5.8,291.0
1LWU,6.75,295.0
1LWV,6.3,277.0
1LWW,6.3,277.0
1LWY,6.3,277.0
1LX5,7.0,296.0
1LX6,7.5,298.0
1LX7,6.5,291.0
1LXC,7.5,298.0
1LXJ,7.0,293.0
1LXK,6.0,298.0
1LXM,6.0,298.0
1LXY,6.5,282.0
1LXZ,6.5,293.0
1LY0,6.5,293.0
